,title,movieId_ref
6057,Nevada Smith (1966),6058.0
6058,Once a Thief (Zong heng si hai) (1991),6059.0
6059,Regeneration (1997),6060.0
6060,Silk Stockings (1957),6061.0
6061,Snowball Express (1972),6062.0
6062,"Man Called Horse, A (1970)",6063.0
6063,For Sale (À Vendre) (1998),6064.0
6064,Big Jake (1971),6065.0
6065,"Crazies, The (a.k.a. Code Name: Trixie) (1973)",6066.0
6066,Dementia 13 (1963),6067.0
6067,"Bizarre, Bizarre (Drôle de drame ou L'étrange aventure de Docteur Molyneux) (1937)",6068.0
6068,Le Mans (1971),6069.0
6069,Murder on a Sunday Morning (Un coupable idéal) (2001),6070.0
6070,Rio Lobo (1970),6071.0
6071,Siam Sunset (1999),6072.0
6072,"Swimmer, The (1968)",6073.0
6073,"White Sheik, The (Sceicco bianco, Lo) (1952)",6074.0
6074,Treasure Island (1950),6075.0
6075,Two Evil Eyes (1990),6076.0
6076,"Walk, Don't Run (1966)",6077.0
6077,Animals are Beautiful People (1974),6078.0
6078,Bend of the River (1952),6079.0
6079,Car Wash (1976),6080.0
6080,Come September (1961),6081.0
6081,Destry Rides Again (1939),6082.0
6082,"Electric Horseman, The (1979)",6083.0
6083,Gay Purr-ee (1962),6084.0
6084,Intervista (1987),6085.0
6085,King Rat (1965),6086.0
6086,Live Wire (1992),6087.0
6087,Mr. & Mrs. Bridge (1990),6088.0
6088,Night Passage (1957),6089.0
6089,"Rare Breed, The (1966)",6090.0
6090,Shenandoah (1965),6091.0
6091,Straight Talk (1992),6092.0
6092,Oscar (1991),6093.0
6093,"6th Man, The (Sixth Man, The) (1997)",6094.0
6094,"Far Country, The (1954)",6095.0
6095,"Railway Children, The (1970)",6096.0
6096,Two Mules for Sister Sara (1970),6097.0
6097,Winchester '73 (1950),6098.0
6098,Ziggy Stardust and the Spiders from Mars (1973),6099.0
6099,Battle Cry (1955),6100.0
6100,"Courtship of Eddie's Father, The (1963)",6101.0
6101,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",6102.0
6102,"Objective, Burma! (1945)",6103.0
6103,Operation Pacific (1951),6104.0
6104,This Boy's Life (1993),6105.0
6105,13 Rue Madeleine (1947),6106.0
6106,633 Squadron (1964),6107.0
6107,Attack! (1956),6108.0
6108,Barton Fink (1991),6109.0
6109,Battle of Britain (1969),6110.0
6110,Belle époque (1992),6111.0
6111,"Big Trail, The (1930)",6112.0
6112,Cloak and Dagger (1946),6113.0
6113,"Comancheros, The (1961)",6114.0
6114,Duel at Diablo (1966),6115.0
6115,"Flight of the Phoenix, The (1965)",6116.0
6116,From the Terrace (1960),6117.0
6117,"Heaven Knows, Mr. Allison (1957)",6118.0
6118,"Hot Rock, The (1972)",6119.0
6119,"Long, Hot Summer, The (1958)",6120.0
6120,Man of Aran (1934),6121.0
6121,Music Box (1989),6122.0
6122,North to Alaska (1960),6123.0
6123,This Man Must Die (Que la bête meure) (1969),6124.0
6124,Sink the Bismark! (1960),6125.0
6125,"Blue Max, The (1966)",6126.0
6126,"Desert Fox, The (1951)",6127.0
6127,"Trial, The (Procès, Le) (1962)",6128.0
6128,"Unforgiven, The (1960)",6129.0
6129,"Undefeated, The (1969)",6130.0
6130,Divine Trash (1998),6131.0
6131,Good Burger (1997),6132.0
6132,Jubilee (1977),6133.0
6133,Mississippi Masala (1991),6134.0
6134,Quai des Orfèvres (Jenny Lamour) (1947),6135.0
6135,"Stranger Among Us, A (1992)",6136.0
6136,Cahill U.S. Marshal (Cahill: United States Marshal) (Wednesday Morning) (1973),6137.0
6137,Chisum (1970),6138.0
6138,Defense of the Realm (1986),6139.0
6139,Eat a Bowl of Tea (1989),6140.0
6140,Half Moon Street (1986),6141.0
6141,"Truce, The (a.k.a. La Tregua) (1996)",6142.0
6142,Opportunity Knocks (1990),6143.0
6143,Shattered (1991),6144.0
6144,"Song of Bernadette, The (1943)",6145.0
6145,"Life and Times of Judge Roy Bean, The (1972)",6146.0
6146,"Spirit of '76, The (1990)",6147.0
6147,Thoroughly Modern Millie (1967),6148.0
6148,Where the Heart Is (1990),6149.0
6149,Dumb and Dumberer: When Harry Met Lloyd (2003),6150.0
6150,From Justin to Kelly (2003),6151.0
6151,Hollywood Homicide (2003),6152.0
6152,Rugrats Go Wild! (2003),6153.0
6153,"Hard Word, The (2002)",6154.0
6154,"Heart of Me, The (2002)",6155.0
6155,Jet Lag (Décalage horaire) (2002),6156.0
6156,"Loco Love (Mi Casa, Su Casa) (2002)",6157.0
6157,Manito (2002),6158.0
6158,No Turning Back (2001),6159.0
6159,Tycoon (Oligarkh) (2002),6160.0
6160,Alex and Emma (2003),6161.0
6161,On_Line (a.k.a. On Line) (2002),6162.0
6162,Experiment in Terror (1962),6163.0
6163,Ecstasy (Éxtasis) (1996),6164.0
6164,Is Paris Burning? (Paris brûle-t-il?) (1966),6165.0
6165,Murphy's War (1971),6166.0
6166,Orphans of the Storm (1921),6167.0
6167,"Satanic Rites of Dracula, The (1974)",6168.0
6168,Strange Planet (1999),6169.0
6169,28 Days Later (2002),6170.0
6170,Charlie's Angels: Full Throttle (2003),6171.0
6171,Gasoline (Benzina) (2001),6172.0
6172,Ed and His Dead Mother (1993),6173.0
6173,Fulltime Killer (Chuen jik sat sau) (2001),6174.0
6174,Just a Little Harmless Sex (1999),6175.0
6175,"Bank, The (2001)",6176.0
6176,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),6177.0
6177,"Bodies, Rest & Motion (1993)",6178.0
6178,Jesus (1979),6179.0
6179,"Long Ships, The (1963)",6180.0
6180,Made for Each Other (1939),6181.0
6181,Ring of Terror (1962),6182.0
6182,You Only Live Once (1937),6183.0
6183,Anastasia (1956),6184.0
6184,Flight of the Intruder (1991),6185.0
6185,Fun with Dick and Jane (1977),6186.0
6186,Knights of the Round Table (1953),6187.0
6187,Man's Favorite Sport? (1964),6188.0
6188,Never on Sunday (Pote tin Kyriaki) (1960),6189.0
6189,Nuts (1987),6190.0
6190,Rhapsody in August (Hachi-gatsu no kyôshikyoku) (1991),6191.0
6191,Scaramouche (1952),6192.0
6192,Start the Revolution Without Me (1970),6193.0
6193,Strange Bedfellows (1965),6194.0
6194,"Tenant, The (Locataire, Le) (1976)",6195.0
6195,"Hour of the Pig, The (1993)",6196.0
6196,Up the Sandbox (1972),6197.0
6197,"What's Up, Doc? (1972)",6198.0
6198,Hulk (2003),6199.0
6199,"Legally Blonde 2: Red, White & Blonde (2003)",6200.0
6200,Sinbad: Legend of the Seven Seas (2003),6201.0
6201,Terminator 3: Rise of the Machines (2003),6202.0
6202,Swimming Pool (2003),6203.0
6203,Pirates of the Caribbean: The Curse of the Black Pearl (2003),6204.0
6204,Madame Satã (2002),6205.0
6205,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",6206.0
6206,"Cuckoo, The (Kukushka) (2002)",6207.0
6207,"Holy Land, The (2001)",6208.0
6208,"Housekeeper, The (femme de ménage, Une) (2002)",6209.0
6209,I Capture the Castle (2003),6210.0
6210,Km. 0 - Kilometer Zero (Kilómetro cero) (2000),6211.0
6211,Northfork (2003),6212.0
6212,Bad Boys II (2003),6213.0
6213,How to Deal (2003),6214.0
6214,Johnny English (2003),6215.0
6215,"Anarchist Cookbook, The (2002)",6216.0
6216,Dirty Pretty Things (2002),6217.0
6217,"Embalmer, The (Imbalsamatore, L') (2002)",6218.0
6218,Garage Days (2002),6219.0
6219,On the Run (2002),6220.0
6220,"Sea Is Watching, The (Umi wa miteita) (2002)",6221.0
6221,Born to Be Wild (1995),6222.0
6222,Curly Sue (1991),6223.0
6223,Loose Cannons (1990),6224.0
6224,"Mouse That Roared, The (1959)",6225.0
6225,Spencer's Mountain (1963),6226.0
6226,Masked & Anonymous (2003),6227.0
6227,Lara Croft Tomb Raider: The Cradle of Life (2003),6228.0
6228,Spy Kids 3-D: Game Over (2003),6229.0
6229,Buffalo Soldiers (2001),6230.0
6230,Camp (2003),6231.0
6231,Hotel (2001),6232.0
6232,"Lucía, Lucía (Hija del caníbal, La) (2003)",6233.0
6233,"Mondays in the Sun (Lunes al sol, Los) (2002)",6234.0
6234,Scorched (2003),6235.0
6235,Avanti! (1972),6236.0
6236,Eve of Destruction (1991),6237.0
6237,Gator (1976),6238.0
6238,Juggernaut (1974),6239.0
6239,"Kiss Me, Stupid (1964)",6240.0
6240,"One, Two, Three (1961)",6241.0
6241,Possible Loves (Amores Possíveis) (2000),6242.0
6242,"Private Life of Sherlock Holmes, The (1970)",6243.0
6243,Remo Williams: The Adventure Begins (1985),6244.0
6244,"What's Up, Tiger Lily? (1966)",6245.0
6245,White Lightning (1973),6246.0
6246,American Wedding (American Pie 3) (2003),6247.0
6247,Gigli (2003),6248.0
6248,And Now... Ladies and Gentlemen... (2002),6249.0
6249,Boys Life 4: Four Play (2003),6250.0
6250,I'll Be There (2003),6251.0
6251,"Magdalene Sisters, The (2002)",6252.0
6252,"Secret Lives of Dentists, The (2002)",6253.0
6253,Freaky Friday (2003),6254.0
6254,Seaside (Bord de Mer) (2002),6255.0
6255,S.W.A.T. (2003),6256.0
6256,"Divorce, Le (2003)",6257.0
6257,"Princess Blade, The (Shura Yukihime) (2001)",6258.0
6258,Accattone (1961),6259.0
6259,...And God Spoke (1993),6260.0
6260,Big Trouble (1986),6261.0
6261,Brain Damage (1988),6262.0
6262,"Double Life, A (1947)",6263.0
6263,Hawks and Sparrows (Uccellacci e Uccellini) (1966),6264.0
6264,"Man in the Glass Booth, The (1975)",6265.0
6265,Purpose (2002),6266.0
6266,"Red Pony, The (1949)",6267.0
6267,Sex & the Other Man (1996),6268.0
6268,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",6269.0
6269,"Honeymoon Killers, The (1970)",6270.0
6270,Umberto D. (1952),6271.0
6271,Brother's Keeper (1992),6272.0
6272,"Day of the Dolphin, The (1973)",6273.0
6273,I Love You to Death (1990),6274.0
6274,Freddy vs. Jason (2003),6275.0
6275,Open Range (2003),6276.0
6276,Shaolin Soccer (Siu lam juk kau) (2001),6277.0
6277,Uptown Girls (2003),6278.0
6278,American Splendor (2003),6279.0
6279,"Backyard, The (2002)",6280.0
6280,Carnages (a.k.a. Carnage) (2002),6281.0
6281,Passionada (2002),6282.0
6282,Agent Cody Banks (2003),6283.0
6283,Camp Nowhere (1994),6284.0
6284,"Cemetery Club, The (1993)",6285.0
6285,Changing Habits (1997),6286.0
6286,House of Wax (1953),6287.0
6287,"Inn of the Sixth Happiness, The (1958)",6288.0
6288,Man's Best Friend (1993),6289.0
6289,Of Unknown Origin (1983),6290.0
6290,Prince of Jutland (a.k.a. Royal Deceit) (1994),6291.0
6291,Rowing with the Wind (Remando al viento) (1988),6292.0
6292,"Rachel Papers, The (1989)",6293.0
6293,"Sure Thing, The (1985)",6294.0
6294,Thrashin' (1986),6295.0
6295,Valley Girl (1983),6296.0
6296,Wait Until Dark (1967),6297.0
6297,Where the Rivers Flow North (1993),6298.0
6298,Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000),6299.0
6299,Showdown in Little Tokyo (1991),6300.0
6300,Tokyo Story (Tôkyô monogatari) (1953),6301.0
6301,"Green Ray, The (Rayon vert, Le) (1986)",6302.0
6302,THX 1138 (1971),6303.0
6303,Valley of the Dolls (1967),6304.0
6304,"Business of Fancydancing, The (2002)",6305.0
6305,Chunhyang (2000),6306.0
6306,Tunes of Glory (1960),6307.0
6307,Kind Hearts and Coronets (1949),6308.0
6308,Ash Wednesday (2002),6309.0
6309,Joe Kidd (1972),6310.0
6310,"Keep, The (1983)",6311.0
6311,Atragon (Kaitei Gunkan) (1963),6312.0
6312,"Mysterians, The (Chikyu Boeigun) (1957)",6313.0
6313,Attack of the Puppet People (1958),6314.0
6314,"Beast from 20,000 Fathoms, The (1953)",6315.0
6315,10 (1979),6316.0
6316,Tremors (1990),6317.0
6317,"Red Shoes, The (1948)",6318.0
6318,Me & Isaac Newton (1999),6319.0
6319,"Pink Panther, The (1963)",6320.0
6320,"Pink Panther Strikes Again, The (1976)",6321.0
6321,Commando (1985),6322.0
6322,Dracula (1979),6323.0
6323,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",6324.0
6324,Waco: The Rules of Engagement (1997),6325.0
6325,"Road Home, The (Wo de fu qin mu qin) (1999)",6326.0
6326,Ikiru (1952),6327.0
6327,"Angel at My Table, An (1990)",6328.0
6328,War Photographer (2001),6329.0
6329,"Ay, Carmela! (¡Ay, Carmela!) (1990)",6330.0
6330,War and Peace (Jang Aur Aman) (2001),6331.0
6331,Far (2001),6332.0
6332,Incident at Oglala (1992),6333.0
6333,Predictions of Fire (Prerokbe Ognja) (1996),6334.0
6334,"Handmaid's Tale, The (1990)",6335.0
6335,Revolution OS (2001),6336.0
6336,Live Nude Girls Unite! (2000),6337.0
6337,All the Little Animals (1998),6338.0
6338,Earth (1998),6339.0
6339,Fire (1996),6340.0
6340,Death in Venice (Morte a Venezia) (1971),6341.0
6341,Marci X (2003),6342.0
6342,"Medallion, The (2003)",6343.0
6343,My Boss's Daughter (2003),6344.0
6344,Autumn Spring (Babí léto) (2001),6345.0
6345,"Battle of Shaker Heights, The (2003)",6346.0
6346,Don't Tempt Me (Sin noticias de Dios) (2001),6347.0
6347,Dust (2001),6348.0
6348,Venus Boyz (2001),6349.0
6349,Suddenly (Tan de Repente) (2002),6350.0
6350,Jeepers Creepers 2 (2003),6351.0
6351,Bollywood/Hollywood (2002),6352.0
6352,Civil Brand (2002),6353.0
6353,Nola (2002),6354.0
6354,Once Upon a Time in the Midlands (2002),6355.0
6355,"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",6356.0
6356,Zero Day (2002),6357.0
6357,Dickie Roberts: Former Child Star (2003),6358.0
6358,"Order, The (2003)",6359.0
6359,Home Room (2002),6360.0
6360,Party Monster (2003),6361.0
6361,Taking Sides (2001),6362.0
6362,Cabin Fever (2002),6363.0
6363,Matchstick Men (2003),6364.0
6364,Once Upon a Time in Mexico (2003),6365.0
6365,Dummy (2002),6366.0
6366,Lost in Translation (2003),6367.0
6367,Luster (2002),6368.0
6368,Millennium Actress (Sennen joyû) (2001),6369.0
6369,So Close (Chik Yeung Tin Sai) (2002),6370.0
6370,Children of the Night (1991),6371.0
6371,Daisy Miller (1974),6372.0
6372,Enlightenment Guaranteed (Erleuchtung Garantiert) (2000),6373.0
6373,Gotcha! (1985),6374.0
6374,Hard to Hold (1984),6375.0
6375,Kuffs (1992),6376.0
6376,Once Upon a Time in China (Wong Fei Hung) (1991),6377.0
6377,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),6378.0
6378,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),6379.0
6379,Paper Moon (1973),6380.0
6380,Sgt. Pepper's Lonely Hearts Club Band (1978),6381.0
6381,"Song for Martin, A (Sång för Martin, En) (2001)",6382.0
6382,Targets (1968),6383.0
6383,"Ugly American, The (1963)",6384.0
6384,"Bostonians, The (1984)",6385.0
6385,Convoy (1978),6386.0
6386,Day of the Dead (1985),6387.0
6387,"Hello, Dolly! (1969)",6388.0
6388,I'm Going Home (Je rentre à la maison) (2001),6389.0
6389,Memoirs of an Invisible Man (1992),6390.0
6390,"Rose, The (1979)",6391.0
6391,See No Evil (1971),6392.0
6392,Super Sucker (2002),6393.0
6393,Indiscretion of an American Wife (a.k.a. Terminal Station) (Stazione Termini) (1953),6394.0
6394,At War with the Army (1950),6395.0
6395,Bingo (1991),6396.0
6396,God told Me To (1976),6397.0
6397,"I, Madman (1989)",6398.0
6398,Jungle Book (1942),6399.0
6399,Once Bitten (1985),6400.0
6400,"Shrimp on the Barbie, The (1990)",6401.0
6401,Squirm (1976),6402.0
6402,"Adventures of Huckleberry Finn, The (1960)",6403.0
6403,"Brood, The (1979)",6404.0
6404,"Prince and the Pauper, The (1937)",6405.0
6405,Anything Else (2003),6406.0
6406,Cold Creek Manor (2003),6407.0
6407,"Fighting Temptations, The (2003)",6408.0
6408,Secondhand Lions (2003),6409.0
6409,Underworld (2003),6410.0
6410,Bubba Ho-tep (2002),6411.0
6411,Casa de los babys (2003),6412.0
6412,Demonlover (2002),6413.0
6413,Emerald Cowboy (2002),6414.0
6414,Close Your Eyes (Hypnotic) (Doctor Sleep) (2002),6415.0
6415,In This World (2002),6416.0
6416,Tibet: Cry of the Snow Lion (2002),6417.0
6417,Yossi & Jagger (2002),6418.0
6418,Duplex (2003),6419.0
6419,"Rundown, The (2003)",6420.0
6420,Under the Tuscan Sun (2003),6421.0
6421,Camera Obscura (2000),6422.0
6422,Kart Racer (2003),6423.0
6423,Luther (2003),6424.0
6424,Mambo Italiano (2003),6425.0
6425,My Life Without Me (2003),6426.0
6426,Dorm Daze (National Lampoon Presents Dorm Daze) (2003),6427.0
6427,To Be and to Have (Être et avoir) (2002),6428.0
6428,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",6429.0
6429,Videodrome (1983),6430.0
6430,Life and Debt (2001),6431.0
6431,Judgment at Nuremberg (1961),6432.0
6432,Journey of Hope (Reise der Hoffnung) (1990),6433.0
6433,"Same Time, Next Year (1978)",6434.0
6434,"Brief History of Time, A (1991)",6435.0
6435,"Jacob the Liar (Jakob, der Lügner) (1975)",6436.0
6436,Leningrad Cowboys Go America (1989),6437.0
6437,"Rules of the Game, The (La règle du jeu) (1939)",6438.0
6438,"Song Remains the Same, The (1976)",6439.0
6439,Seven Brides for Seven Brothers (1954),6440.0
6440,Kiss of the Spider Woman (1985),6441.0
6441,All the President's Men (1976),6442.0
6442,Angie (1994),6443.0
6443,"Apartment, The (Appartement, L') (1996)",6444.0
6444,Avalon (2001),6445.0
6445,Babette's Feast (Babettes gæstebud) (1987),6446.0
6446,"Barber of Siberia, The (Sibirskij tsiryulnik) (1998)",6447.0
6447,Beethoven (1992),6448.0
6448,Beethoven's 2nd (1993),6449.0
6449,Black Moon Rising (1986),6450.0
6450,Boyz N the Hood (1991),6451.0
6451,Bugsy (1991),6452.0
6452,Bugsy Malone (1976),6453.0
6453,Cobra (1986),6454.0
6454,"Common Wealth (Comunidad, La) (2000)",6455.0
6455,Consenting Adults (1992),6456.0
6456,Phenomena (a.k.a. Creepers) (1985),6457.0
6457,Crimewave (1985),6458.0
6458,Crying Freeman (1995),6459.0
6459,Time and Tide (Seunlau Ngaklau) (2000),6460.0
6460,Monty Python's The Meaning of Life (1983),6461.0
6461,Where Eagles Dare (1968),6462.0
6462,Tightrope (1984),6463.0
6463,Sleeping with the Enemy (1991),6464.0
6464,PCU (1994),6465.0
6465,"Rookie, The (1990)",6466.0
6466,"Ghost and Mr. Chicken, The (1966)",6467.0
6467,City Heat (1984),6468.0
6468,Into the Night (1985),6469.0
6469,Three O'Clock High (1987),6470.0
6470,"White Hunter, Black Heart (1990)",6471.0
6471,Come and See (Idi i smotri) (1985),6472.0
6472,"Rage in Harlem, A (1991)",6473.0
6473,Ginger Snaps (2000),6474.0
6474,More American Graffiti (1979),6475.0
6475,"Ballad of Little Jo, The (1993)",6476.0
6476,Under Suspicion (1992),6477.0
6477,Ruby (1992),6478.0
6478,"Reluctant Astronaut, The (1967)",6479.0
6479,"Shakiest Gun in the West, The (1968)",6480.0
6480,It's Pat (1994),6481.0
6481,"Sunday in the Country, A (Un dimanche à la campagne) (1984)",6482.0
6482,"Gun in Betty Lou's Handbag, The (1992)",6483.0
6483,Sudden Fear (1952),6484.0
6484,Nobody's Baby (2001),6485.0
6485,Regarding Henry (1991),6486.0
6486,"Debut, The (2000)",6487.0
6487,Wilder Napalm (1993),6488.0
6488,Alien Contamination (1980),6489.0
6489,"Amazing Transparent Man, The (1960)",6490.0
6490,Love Affair (1939),6491.0
6491,Once in the Life (2000),6492.0
6492,All I Want (Try Seventeen) (2002),6493.0
6493,"Hospital, The (1971)",6494.0
6494,Article 99 (1992),6495.0
6495,Images (1972),6496.0
6496,Eureka (1986),6497.0
6497,Oleanna (1994),6498.0
6498,Chattahoochee (1989),6499.0
6499,Tough Guys Don't Dance (1987),6500.0
6500,There Goes My Baby (1994),6501.0
6501,Kingdom of the Spiders (1977),6502.0
6502,Scrooge (1970),6503.0
6503,Leap of Faith (1992),6504.0
6504,"Gas, Food, Lodging (1992)",6505.0
6505,In Cold Blood (1967),6506.0
6506,Campus Man (1987),6507.0
6507,"Bedford Incident, The (1965)",6508.0
6508,"Murderous Maids (Blessures assassines, Les) (2000)",6509.0
6509,Yankee Doodle Dandy (1942),6510.0
6510,Ninja Scroll (Jûbei ninpûchô) (1995),6511.0
6511,Knife in the Water (Nóz w wodzie) (1962),6512.0
6512,"Devil and Daniel Webster, The (All That Money Can Buy) (1941)",6513.0
6513,Mobsters (1991),6514.0
6514,Charlotte Sometimes (2002),6515.0
6515,Out of Time (2003),6516.0
6516,School of Rock (2003),6517.0
6517,"Event, The (2003)",6518.0
6518,Nine Dead Gay Guys (2003),6519.0
6519,"Station Agent, The (2003)",6520.0
6520,Wonderland (2003),6521.0
6521,Bus 174 (Ônibus 174) (2002),6522.0
6522,Mystic River (2003),6523.0
6523,Good Boy! (2003),6524.0
6524,"House of the Dead, The (2003)",6525.0
6525,Intolerable Cruelty (2003),6526.0
6526,Kill Bill: Vol. 1 (2003),6527.0
6527,Dopamine (2003),6528.0
6528,"Flower of Evil, The (Fleur du mal, La) (2003)",6529.0
6529,Girls Will Be Girls (2003),6530.0
6530,"Porn Theater (Chatte à deux têtes, La) (2002)",6531.0
6531,Runaway Jury (2003),6532.0
6532,"Texas Chainsaw Massacre, The (2003)",6533.0
6533,Pieces of April (2003),6534.0
6534,Returner (Ritaanaa) (2002),6535.0
6535,Sylvia (2003),6536.0
6536,Veronica Guerin (2003),6537.0
6537,In the Cut (2003),6538.0
6538,Beyond Borders (2003),6539.0
6539,Scary Movie 3 (2003),6540.0
6540,Brother Bear (2003),6541.0
6541,Elephant (2003),6542.0
6542,Gypsy 83 (2001),6543.0
6543,"Singing Detective, The (2003)",6544.0
6544,"Italian Job, The (1969)",6545.0
6545,Impulse (1984),6546.0
6546,Shoah (1985),6547.0
6547,Unconditional Love (2002),6548.0
6548,Sweet Sixteen (2002),6549.0
6549,Alien from L.A. (1988),6550.0
6550,Black Sunday (1977),6551.0
6551,Men of Respect (1991),6552.0
6552,Interstate 60 (2002),6553.0
6553,Lipstick (1976),6554.0
6554,Storyville (1992),6555.0
6555,That Was Then... This Is Now (1985),6556.0
6556,Holy Matrimony (1994),6557.0
6557,"Black Scorpion, The (1957)",6558.0
6558,"Eye, The (Gin gwai) (Jian gui) (2002)",6559.0
6559,Kronos (a.k.a. Captain Kronos: Vampire Hunter) (1973),6560.0
6560,"Jolson Story, The (1946)",6561.0
6561,You'll Never Get Rich (1941),6562.0
6562,Frankenstein and the Monster from Hell (1974),6563.0
6563,Preaching to the Perverted (1997),6564.0
6564,Chicago Joe and the Showgirl (1990),6565.0
6565,"Magic Sword, The (1962)",6566.0
6566,Promised Land (1987),6567.0
6567,"Unvanquished, The (Aparajito) (1957)",6568.0
6568,"Hired Hand, The (1971)",6569.0
6569,"Cercle Rouge, Le (Red Circle, The) (1970)",6570.0
6570,Man of Marble (Czlowiek z Marmuru) (1977),6571.0
6571,Sherlock Holmes and the Voice of Terror (1942),6572.0
6572,Sherlock Holmes Faces Death (1943),6573.0
6573,Sherlock Holmes in Washington (1943),6574.0
6574,"Solid Gold Cadillac, The (1956)",6575.0
6575,"Human Stain, The (2003)",6576.0
6576,"Die, Mommie, Die (2003)",6577.0
6577,Dirt (2001),6578.0
6578,Girlhood (2003),6579.0
6579,Mail Order Bride (2003),6580.0
6580,Shattered Glass (2003),6581.0
6581,Suspended Animation (2001),6582.0
6582,"Matrix Revolutions, The (2003)",6583.0
6583,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",6584.0
6584,Elf (2003),6585.0
6585,Anything But Love (a.k.a. Standard Time) (2002),6586.0
6586,Billabong Odyssey (2003),6587.0
6587,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),6588.0
6588,In My Skin (Dans ma Peau) (2002),6589.0
6589,Just an American Boy (2003),6590.0
6590,Love Actually (2003),6591.0
6591,Love Forbidden (Défense d'aimer) (2002),6592.0
6592,Father of the Bride (1991),6593.0
6593,My Architect: A Son's Journey (2003),6594.0
6594,Looney Tunes: Back in Action (2003),6595.0
6595,Master and Commander: The Far Side of the World (2003),6596.0
6596,Tupac: Resurrection (2003),6597.0
6597,"Big Empty, The (2003)",6598.0
6598,"Missing, The (2003)",6599.0
6599,"Cat in the Hat, The (2003)",6600.0
6600,Gothika (2003),6601.0
6601,21 Grams (2003),6602.0
6602,"Barbarian Invasions, The (Les invasions barbares) (2003)",6603.0
6603,Blindness (2003),6604.0
6604,Blue Gate Crossing (Lan se da men) (2002),6605.0
6605,Bad Santa (2003),6606.0
6606,"Haunted Mansion, The (2003)",6607.0
6607,Timeline (2003),6608.0
6608,Marquis (1989),6609.0
6609,Damage (Fatale) (1992),6610.0
6610,OT: Our Town (2002),6611.0
6611,Devil's Playground (2002),6612.0
6612,Dance with a Stranger (1985),6613.0
6613,Journeys with George (2002),6614.0
6614,Darkman (1990),6615.0
6615,Dead of Night (1945),6616.0
6616,Death Machine (1995),6617.0
6617,"Dernier Combat, Le (Last Battle, The) (1983)",6618.0
6618,Desk Set (1957),6619.0
6619,Europa (Zentropa) (1991),6620.0
6620,"Watermelon Woman, The (1996)",6621.0
6621,Final Analysis (1992),6622.0
6622,"Freshman, The (1990)",6623.0
6623,Funny Games (1997),6624.0
6624,Tales from the Crypt (1972),6625.0
6625,New Jack City (1991),6626.0
6626,Slacker (1991),6627.0
6627,WarGames (1983),6628.0
6628,Mr. Hobbs Takes a Vacation (1962),6629.0
6629,"Ordet (Word, The) (1955)",6630.0
6630,Forbidden Games (Jeux interdits) (1952),6631.0
6631,Jane Eyre (1944),6632.0
6632,"Tale of Two Cities, A (1935)",6633.0
6633,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",6634.0
6634,Ben-Hur: A Tale of the Christ (1925),6635.0
6635,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",6636.0
6636,Broken Blossoms or The Yellow Man and the Girl (1919),6637.0
6637,Gorky Park (1983),6638.0
6638,"Great Train Robbery, The (a.k.a. First Great Train Robbery, The) (1979)",6639.0
6639,"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)",6640.0
6640,Guarding Tess (1994),6641.0
6641,Hannah and Her Sisters (1986),6642.0
6642,"Hard Way, The (1991)",6643.0
6643,Hercules in New York (1970),6644.0
6644,Highlander II: The Quickening (1991),6645.0
6645,Hoffa (1992),6646.0
6646,House of Cards (1993),6647.0
6647,Housesitter (1992),6648.0
6648,Hudson Hawk (1991),6649.0
6649,Invasion of the Body Snatchers (1978),6650.0
6650,Mindwalk (1990),6651.0
6651,Kafka (1991),6652.0
6652,Kindergarten Cop (1990),6653.0
6653,King Ralph (1991),6654.0
6654,Knight Moves (1992),6655.0
6655,"Last Boy Scout, The (1991)",6656.0
6656,Last Tango in Paris (Ultimo tango a Parigi) (1972),6657.0
6657,Lorenzo's Oil (1992),6658.0
6658,"Lover, The (Amant, L') (1992)",6659.0
6659,"Bullfighter, The (Matador) (1986)",6660.0
6660,Mr. Destiny (1990),6661.0
6661,"Night of the Hunter, The (1955)",6662.0
6662,Nowhere to Run (1993),6663.0
6663,Only the Lonely (1991),6664.0
6664,Passenger 57 (1992),6665.0
6665,Presumed Innocent (1990),6666.0
6666,Project X (1987),6667.0
6667,Proof (1991),6668.0
6668,Pure Luck (1991),6669.0
6669,Battle Royale (Batoru rowaiaru) (2000),6670.0
6670,"Wedding Banquet, The (Xi yan) (1993)",6671.0
